time,H0
0.0637054520702294,1.0529269783753434e-05
0.0821935926592881,2.105863152308672e-05
0.0859304588373351,3.1588239739284404e-05
0.0874050019781784,4.211840450416884e-05
0.0971037302733138,5.264869763036768e-05
0.1090551580663103,6.317915046655141e-05
0.1299183960544032,7.370982458430356e-05
0.1577284816309191,8.424066589772003e-05
0.2029648317299821,9.477158627171689e-05
0.2381858977083987,0.00010530269214028117
0.246340863074413,0.00011583393539373738
0.2698843652741226,0.00012636521553296444
0.2967124153979235,0.0001368970113387392
0.323072471588094,0.00014742898209881776
0.3355307523410679,0.000157961697562476
0.3450894421456597,0.00016849486909325615
0.3507340639053428,0.00017902826606011762
0.4212093123671512,0.0001895623113198127
0.43227126936952,0.00020009647010802654
0.4426594986381379,0.00021063096100776418
0.4545678096108457,0.0002211656562586609
0.4570228194485024,0.00023170040235751994
0.4601202358138996,0.00024223537582120048
0.4643022038662954,0.0002527705106815635
0.4657075325569295,0.0002633060735948284
0.5022897376244853,0.00027384189934465483
0.507300749225536,0.0002843778122337989
0.5192323482478568,0.0002949139347631
0.5531370752489271,0.00030545024720755794
0.573953537822779,0.00031598673041217555
0.5815326014827352,0.0003265238149044036
0.5926528281144606,0.0003370610069379614
0.6077976952673748,0.000347598242759981
0.6557611426057826,0.00035813559210991344
0.700362946167394,0.00036867306795762247
0.7169135197944594,0.0003792107538765932
0.8431337020165163,0.00038974874420938415
0.911753772820434,0.00040028689205189597
0.9284397964462154,0.00041082544822790756
0.9846209225469088,0.00042136413590589345
0.9951498426213662,0.00043190326986629714
1.006703879288965,0.0004424425642377783
1.0777522377855036,0.0004529820202327523
1.0927655149544715,0.0004635217214205834
1.1023986423031915,0.00047406162085071184
1.1028117837675646,0.0004846018634173809
1.1130431348038528,0.0004951423080909956
1.1871829557360578,0.0005056828258889719
1.2399429710743162,0.0005162236799564185
1.242955104454524,0.0005267647680254232
1.2473252251866995,0.000537306427050664
1.248195012887902,0.0005478482090706692
1.2722076405702143,0.0005583901541437821
1.3331612438962768,0.0005689323074438374
1.3423780268153127,0.0005794748998053387
1.3447450418665403,0.0005900180563196184
1.350216914499651,0.0006005613120641674
1.400951977865238,0.000611104654212301
1.4332273403119915,0.0006216481455088944
1.4643425886625965,0.0006321917651650036
1.4769846432173088,0.0006427361757099583
1.4788436586446017,0.0006532807590210899
1.4862936195611882,0.000663825866063123
1.5336448608127562,0.0006743731354544857
1.5337129933217946,0.0006849204954401003
1.5480643792557558,0.0006954679801009111
1.5512551541250443,0.0007060155407271238
1.5663409561732649,0.0007165637234116827
1.5932802011009526,0.0007271120329527638
1.620923524208732,0.0007376605759208794
1.7055956734072997,0.0007482093770685923
1.7748177414280004,0.000758758320219379
1.7751192964720008,0.0007693072906873662
1.8059405985878192,0.0007798565764132873
1.831215586132176,0.0007904060997059755
1.83423773129598,0.0008009557633426624
1.8855358871574937,0.000811505577740303
1.894271800700292,0.000822055601316439
1.9070322660473584,0.0008326061069329878
2.013822222815968,0.0008431567205978106
2.029501879329936,0.0008537075332569926
2.0397745953022928,0.0008642586496626692
2.0535126398034538,0.0008748099720442156
2.0539903672727142,0.0008853614120414136
2.087734337253023,0.0008959129076146564
2.1089424353722133,0.0009064646711208136
2.113169887208896,0.0009170168965086977
2.14365769746695,0.0009275693925311184
2.2100863204214,0.0009381220032078534
2.239930955979551,0.000948674659251743
2.296882760939208,0.0009592276830066642
2.321321293685787,0.0009697807603469496
2.338274003549704,0.0009803342869585902
2.3535742670249227,0.0009908882203782635
2.41547366155735,0.00100144234652793
2.417515632645216,0.0010119967423891938
2.453829186054524,0.0010225513510400146
2.463520044155094,0.001033106296527584
2.4812234949880607,0.0010436614627642841
2.53618755262642,0.0010542169475020952
2.5391263891514453,0.0010647731423693856
2.6437201855342125,0.001075329759266517
2.6878623148045,0.0010858865077735017
2.713781359912648,0.0010964433991823173
2.757368324402091,0.0011070006121321405
2.8141056898108783,0.0011175580992612833
2.834055668518201,0.0011281156955865572
2.866016918772912,0.0011386734646303717
2.8708138823499523,0.001149232044880151
2.8819476861419395,0.0011597909929304533
2.900132313011621,0.0011703500247028245
2.908704870056085,0.0011809093297212418
2.940109886680985,0.0011914687227754302
2.991378503186316,0.0012020282588605304
3.013864987174833,0.001212589398805531
3.0264749890581206,0.0012231507064047894
3.049803454764195,0.0012337121038877355
3.080905856834024,0.0012442737154354734
3.085751151316332,0.0012548363769286496
3.0904235956800594,0.0012653991212092054
3.117718175495581,0.0012759620146291484
3.1918206406701466,0.0012865253794244694
3.205378165606842,0.001297088824665147
3.273164512424464,0.0013076524677121011
3.2761140369262205,0.0013182163263465727
3.2806087496516634,0.001328780320439508
3.288080323429112,0.001339344352532233
3.412538226702822,0.0013499084663216715
3.457336366852094,0.001360473033004292
3.481689918981961,0.001371037885889055
3.4882883362958856,0.0013816032031378084
3.518179446463576,0.0013921685765615496
3.557822315236097,0.0014027340726805264
3.5693527042882525,0.0014133002089331496
3.573749764609756,0.0014238663953483103
3.6277452338439433,0.0014344326709878645
3.636279114813788,0.0014449990060698545
3.641324684543131,0.0014555661146738942
3.668651481612987,0.001466133683767482
3.692854142652436,0.0014767014130851264
3.704902491637634,0.0014872694561393568
